,Total_Importance,Xx,Yy,Size,Segment
451,2.068067877959231,262,189,4.928443908691406,280
452,1.8208100994913055,288,189,4.574624061584473,329
453,1.1238672373901533,268,189,2.4844861030578613,305
454,0.6756705765791541,5,190,2.4653072357177734,8
455,1.2802565022915184,153,191,5.938411712646484,160
456,0.6461328425698195,3,193,2.6791234016418457,8
457,1.555366125038224,146,193,2.0606019496917725,160
458,1.607414332379551,146,193,2.0606019496917725,160
459,0.6051243489021831,198,195,1.8275331258773804,202
460,1.4947501448239784,285,195,2.6250455379486084,322
461,1.836960659590787,273,196,3.4281585216522217,305
462,0.6072431921261501,236,196,2.023573398590088,261
463,1.5704192456856243,113,196,14.933412551879883,126
464,1.4529956784610296,17,197,13.059063911437988,31
465,1.050988234797656,90,198,10.410157203674316,98
466,1.3941124519707695,264,198,5.27716064453125,291
467,1.2888194983343384,199,198,1.823912262916565,232
468,0.6331497953652337,189,198,4.922379016876221,202
469,1.7816151594947156,68,199,2.2315289974212646,72
470,1.1401088851720158,140,199,16.656644821166992,160
471,1.2587857805271008,276,200,2.280467987060547,322
472,1.1655439859296473,163,201,1.9719971418380737,189
473,1.7999914722789434,238,202,2.183525323867798,267
474,1.6208513259617714,238,202,2.183525323867798,267
475,0.6788811867584283,3,203,2.4602954387664795,17
476,1.5154690099556036,230,203,1.9193735122680664,247
477,1.1255284840346604,293,204,2.359279155731201,322
478,1.9297447366861706,198,204,1.9291861057281494,232
479,1.3342297852034875,142,204,5.7681684494018555,160
480,1.2981921443033697,129,204,5.2177605628967285,160
481,0.6662186661242653,189,204,3.4980390071868896,190
482,0.6344570577892699,148,205,2.1038625240325928,189
483,1.2732140930504143,229,205,5.88085412979126,247
484,1.8765930459171123,297,206,2.272996664047241,322
485,0.6518766218857115,279,206,2.9220082759857178,322
486,1.4809299754095404,196,206,2.292726516723633,232
487,1.266152305725183,214,206,5.156710147857666,243
488,1.332036136464346,214,206,5.156710147857666,243
489,2.0668553249490786,210,207,1.903133749961853,232
490,1.5161992225088545,194,207,2.2046778202056885,190
491,1.268492378465251,212,207,9.8876953125,243
492,0.5942460731949558,182,208,2.9273900985717773,190
493,1.1008647660784154,162,208,2.1286427974700928,176
494,1.6515718504666106,191,208,2.0836029052734375,190
495,1.8103375439137486,152,209,2.04925799369812,176
496,1.9590797175502654,242,209,1.9533662796020508,273
497,1.9643690403835978,242,209,1.9533662796020508,273
498,1.0943166756922518,193,210,2.1336188316345215,218
499,1.9578861901667484,155,211,12.622465133666992,176
500,1.2852215095997124,170,213,4.240079402923584,190
501,0.5884099961784848,59,213,2.1554436683654785,49
502,2.2107884356600405,268,213,2.0285608768463135,291
503,2.1025686351167874,268,213,2.0285608768463135,291
504,1.055369094416021,113,215,7.957313060760498,128
505,1.3154583046337387,5,215,2.0593554973602295,17
506,1.6919319835140187,223,216,2.476731538772583,273
507,1.7633627235310638,262,216,2.894836664199829,287
508,1.2369174094900977,64,217,15.40080738067627,85
509,1.322926136902969,62,217,4.066366672515869,85
510,2.1119884244405345,296,217,2.4531900882720947,322
511,2.2627739336964683,205,217,1.909748911857605,218
512,1.5811218134733729,165,217,2.291508436203003,190
513,0.562950816075524,213,217,1.8292254209518433,228
514,2.2227914839331357,195,218,1.8792635202407837,209
515,2.2406325571423373,195,218,1.8792635202407837,209
516,1.2852099963440482,63,218,1.9354238510131836,85
517,1.1622505884087744,257,218,2.374600410461426,273
518,2.1360063209873346,268,219,1.8391565084457397,287
519,2.050492292875635,268,219,1.8391565084457397,287
520,1.6260342974032,215,220,2.4673593044281006,228
521,0.5816126220772775,285,220,3.0011279582977295,324
522,1.2476087930644042,227,220,2.0417568683624268,273
523,1.2057428766156357,270,222,2.323640823364258,297
524,1.280351067266041,220,222,2.4489223957061768,273
525,1.8836804674378207,84,222,11.627057075500488,90
526,0.6268020003325697,222,223,2.0831832885742188,252
527,2.02372310296482,280,223,2.2106990814208984,319
528,2.445147399194882,197,224,2.0283219814300537,209
